Ano de referência;Unidade da Federação;Número de controle;Número de série;Tipo de entrevista;Total de moradores;Total de moradores de 10 anos ou mais;Tipo do domicílio;Número de cômodos do domicílio;Número de cômodos servindo de dormitório;Condição de ocupação do domicílio;Aluguel mensal pago no mês de referência;Prestação mensal paga no mês de referência;Tem acesso à Internet no próprio domicilio;Tem carro ou motocicleta de uso pessoal;Rendimento mensal domiciliar;Número de componentes do domícilio;Rendimento mensal domiciliar per capita
2015;Piauí;22000836;006;Realizada;4;3;Casa;3;1;Próprio – já pago;0;0;2;4;1726;4;431
2015;Piauí;22000887;005;Realizada;6;4;Casa;7;2;Alugado;300;0;2;8;1681;6;280
2015;Piauí;22000976;024;Realizada;4;4;Casa;4;3;Próprio – já pago;0;0;4;4;3360;4;840
2015;Piauí;22001018;004;Realizada;4;2;Casa;3;2;Cedido de outra forma;0;0;2;8;950;4;237
2015;Piauí;22001042;009;Realizada;5;4;Casa;4;1;Alugado;300;0;4;8;2702;5;540
2015;Piauí;22001077;012;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;2;1900;3;633
2015;Piauí;22001077;020;Realizada;5;3;Casa;4;2;Cedido de outra forma;0;0;4;8;970;5;194
2015;Piauí;22001115;010;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;0;1;0
2015;Piauí;22001263;014;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;4;640;4;160
2015;Ceará;23000015;009;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;4;8;908;3;302
2015;Ceará;23000147;002;Realizada;3;3;Casa;5;3;Próprio – já pago;0;0;2;2;200;3;66
2015;Ceará;23000155;015;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;2;2012;3;670
2015;Ceará;23000376;004;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;2;3788;2;1894
2015;Ceará;23000503;009;Realizada;1;1;Casa;5;1;Alugado;350;0;4;8;1288;1;1288
2015;Ceará;23000554;014;Realizada;3;2;Casa;4;2;Próprio – já pago;0;0;2;8;112;3;37
2015;Ceará;23000775;019;Realizada;3;3;Casa;12;3;Próprio – já pago;0;0;2;8;1878;3;626
2015;Ceará;23000791;012;Realizada;1;1;Casa;7;1;Alugado;280;0;4;4;1250;1;1250
2015;Ceará;23000970;016;Realizada;5;4;Casa;5;2;Próprio – já pago;0;0;2;8;1957;5;391
2015;Ceará;23000996;017;Realizada;5;4;Casa;6;3;Alugado;250;0;2;8;2810;5;562
2015;Ceará;23001143;005;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Ceará;23001178;016;Realizada;4;3;Casa;6;2;Próprio – já pago;0;0;2;4;700;4;175
2015;Ceará;23001240;008;Realizada;4;3;Casa;7;2;Próprio – já pago;0;0;2;8;2396;4;599
2015;Ceará;23001330;001;Realizada;5;4;Casa;4;2;Próprio – já pago;0;0;2;2;3200;5;640
2015;Ceará;23001500;015;Realizada;8;8;Casa;12;5;Próprio – já pago;0;0;2;2;2377;8;297
2015;Ceará;23001658;004;Realizada;1;1;Casa;8;1;Próprio – já pago;0;0;4;8;900;1;900
2015;Ceará;23001674;003;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;4;2;2488;3;829
2015;Ceará;23001674;014;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;2;8;1288;2;644
2015;Ceará;23001690;015;Realizada;5;2;Casa;5;2;Alugado;450;0;2;4;1888;5;377
2015;Ceará;23001739;012;Realizada;4;3;Casa;7;3;Próprio – já pago;0;0;2;8;988;4;247
2015;Ceará;23001763;006;Realizada;3;3;Casa;4;1;Alugado;200;0;2;2;2128;3;709
2015;Ceará;23001836;003;Realizada;3;2;Casa;4;1;Alugado;350;0;4;4;1718;3;572
2015;Ceará;23001909;008;Realizada;4;3;Casa;6;2;Alugado;270;0;4;8;1100;4;275
2015;Ceará;23001976;005;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;2;2;1000;1;1000
2015;Ceará;23002042;003;Realizada;2;2;Casa;9;2;Próprio – já pago;0;0;2;2;2288;2;1144
2015;Ceará;23002174;006;Realizada;4;3;Casa;4;2;Próprio – já pago;0;0;2;4;112;4;28
2015;Ceará;23002239;001;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;6;4788;3;1596
2015;Ceará;23002280;011;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;2000;2;1000
2015;Ceará;23002433;015;Realizada;4;4;Casa;8;3;Próprio – já pago;0;0;2;8;3688;4;922
2015;Ceará;23002476;003;Realizada;3;2;Casa;4;1;Alugado;300;0;4;4;1827;3;609
2015;Ceará;23002514;007;Realizada;4;3;Apartamento;5;2;Próprio – já pago;0;0;2;2;4353;4;1088
2015;Ceará;23002603;016;Realizada;6;5;Casa;7;3;Alugado;700;0;2;8;3288;6;548
2015;Ceará;23002654;004;Realizada;3;3;Casa;3;1;Alugado;400;0;4;8;1576;3;525
2015;Ceará;23002727;013;Realizada;4;3;Casa;4;2;Alugado;300;0;4;8;4170;4;1042
2015;Ceará;23002735;006;Realizada;4;3;Casa;4;1;Próprio – já pago;0;0;4;8;1200;4;300
2015;Ceará;23002735;012;Realizada;1;1;Casa;5;1;Alugado;250;0;4;8;1576;1;1576
2015;Ceará;23002840;008;Realizada;1;1;Casa;4;1;Alugado;300;0;4;8;788;1;788
2015;Ceará;23002921;002;Realizada;4;1;Casa;6;3;Alugado;70;0;4;8;690;4;172
2015;Ceará;23002972;019;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;4;8;942;3;314
2015;Ceará;23003049;014;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;4;8;1746;2;873
2015;Ceará;23003120;012;Realizada;4;2;Casa;3;1;Próprio – já pago;0;0;4;8;1138;4;284
2015;Ceará;23003260;022;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Ceará;23003324;003;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;4;4;332;3;110
2015;Ceará;23003367;014;Realizada;4;2;Casa;6;2;Próprio – já pago;0;0;2;8;1181;4;295
2015;Ceará;23003499;006;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;2;8;1750;5;350
2015;Ceará;23003502;017;Realizada;3;2;Casa;5;1;Alugado;400;0;2;8;2288;3;762
2015;Ceará;23003545;001;Realizada;2;1;Casa;3;1;Alugado;300;0;4;8;888;2;444
2015;Ceará;23003570;009;Realizada;5;4;Casa;5;2;Cedido de outra forma;0;0;4;4;788;5;157
2015;Ceará;23003642;015;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;2;8;322;3;107
2015;Ceará;23003677;013;Realizada;3;2;Casa;5;3;Próprio – já pago;0;0;2;4;912;3;304
2015;Ceará;23003685;004;Realizada;4;2;Casa;5;2;Próprio – já pago;0;0;4;8;968;4;242
2015;Ceará;23003740;008;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;4;1741;2;870
2015;Ceará;23003804;011;Realizada;4;4;Casa;4;2;Próprio – já pago;0;0;4;8;760;4;190
2015;Ceará;23003847;001;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;4;4;865;3;288
2015;Ceará;23003863;003;Realizada;4;4;Casa;7;4;Próprio – já pago;0;0;2;8;3080;4;770
2015;Ceará;23004061;012;Realizada;3;2;Casa;7;2;Próprio – já pago;0;0;4;4;590;3;196
2015;Ceará;23004118;016;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;4;3152;2;1576
2015;Ceará;23004185;011;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;800;2;400
2015;Ceará;23004215;012;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Ceará;23004290;016;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;2;8;788;3;262
2015;Ceará;23004444;017;Realizada;1;1;Casa;6;1;Alugado;200;0;2;4;2000;1;2000
2015;Rio Grande do Norte;24000078;010;Realizada;3;3;Casa;4;2;Alugado;350;0;2;8;1388;3;462
2015;Rio Grande do Norte;24000108;002;Realizada;5;4;Casa;5;3;Próprio – já pago;0;0;2;8;977;5;195
2015;Rio Grande do Norte;24000167;011;Realizada;7;7;Casa;12;3;Próprio – já pago;0;0;2;6;5576;7;796
2015;Rio Grande do Norte;24000175;015;Realizada;3;3;Casa;3;2;Próprio – já pago;0;0;2;4;1876;3;625
2015;Rio Grande do Norte;24000205;012;Realizada;1;1;Casa;4;1;Cedido de outra forma;0;0;4;8;377;1;377
2015;Rio Grande do Norte;24000248;017;Realizada;5;4;Apartamento;7;3;Próprio – ainda pagando;0;400;2;6;5200;5;1040
2015;Rio Grande do Norte;24000370;004;Realizada;2;2;Casa;2;1;Próprio – já pago;0;0;4;8;70;2;35
2015;Rio Grande do Norte;24000485;006;Realizada;3;3;Casa;6;2;Cedido por empregador;0;0;4;4;712;3;237
2015;Rio Grande do Norte;24000507;010;Realizada;4;3;Casa;6;2;Próprio – já pago;0;0;4;4;805;4;201
2015;Rio Grande do Norte;24000531;015;Realizada;6;6;Casa;7;3;Próprio – já pago;0;0;2;4;1135;6;189
2015;Rio Grande do Norte;24000574;005;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;4;900;3;300
2015;Rio Grande do Norte;24000574;011;Realizada;2;1;Casa;4;1;Próprio – já pago;0;0;4;8;186;2;93
2015;Rio Grande do Norte;24000582;003;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;2;2376;2;1188
2015;Rio Grande do Norte;24000639;014;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;2;2776;2;1388
2015;Rio Grande do Norte;24000736;018;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;4;800;3;266
2015;Rio Grande do Norte;24000965;008;Realizada;4;4;Casa;4;1;Cedido de outra forma;0;0;4;2;900;4;225
2015;Paraíba;25000101;003;Realizada;5;5;Casa;7;3;Próprio – já pago;0;0;4;4;4358;5;871
2015;Paraíba;25000136;016;Realizada;3;3;Casa;5;2;Alugado;200;0;2;4;3090;3;1030
2015;Paraíba;25000144;017;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;4;2188;3;729
2015;Paraíba;25000187;014;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;938;2;469
2015;Paraíba;25000292;007;Realizada;4;4;Casa;6;2;Próprio – ainda pagando;0;170;2;2;3276;4;819
2015;Paraíba;25000349;011;Realizada;4;4;Casa;8;3;Próprio – já pago;0;0;2;6;6340;4;1585
2015;Paraíba;25000551;017;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;2;8;2796;2;1398
2015;Paraíba;25000560;002;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;80;1;80
2015;Paraíba;25000829;003;Realizada;5;3;Casa;5;2;Próprio – já pago;0;0;2;4;672;5;134
2015;Paraíba;25000918;010;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;8;1188;2;594
2015;Paraíba;25000985;008;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;8;900;2;450
2015;Paraíba;25001124;007;Realizada;3;3;Casa;7;2;Cedido de outra forma;0;0;4;8;1130;3;376
2015;Paraíba;25001175;002;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;10;1;10
2015;Paraíba;25001205;003;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;2;4;617;3;205
2015;Paraíba;25001230;006;Realizada;3;3;Casa;5;3;Cedido de outra forma;0;0;4;8;2015;3;671
2015;Paraíba;25001256;017;Realizada;3;3;Casa;3;1;Próprio – já pago;0;0;4;4;2000;3;666
2015;Paraíba;25001299;002;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;2;6000;4;1500
2015;Paraíba;25001299;014;Realizada;5;4;Casa;7;2;Próprio – já pago;0;0;2;2;12000;5;2400
2015;Paraíba;25001353;007;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Paraíba;25001361;022;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;6;232;3;77
2015;Pernambuco;26000270;007;Realizada;1;1;Casa;4;1;Alugado;300;0;2;8;1500;1;1500
2015;Pernambuco;26000326;010;Realizada;5;5;Casa;10;3;Próprio – já pago;0;0;2;2;4288;5;857
2015;Pernambuco;26000563;008;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;8;973;3;324
2015;Pernambuco;26000580;013;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;2;8;788;1;788
2015;Pernambuco;26000687;003;Realizada;5;4;Casa;9;2;Próprio – já pago;0;0;4;8;1716;5;343
2015;Pernambuco;26000733;011;Realizada;5;2;Casa;5;2;Próprio – já pago;0;0;4;6;810;5;162
2015;Pernambuco;26000768;001;Realizada;4;2;Casa;4;2;Próprio – já pago;0;0;4;8;1251;4;312
2015;Pernambuco;26000814;015;Realizada;4;3;Casa;4;1;Próprio – já pago;0;0;2;8;189;4;47
2015;Pernambuco;26000954;001;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Pernambuco;26001063;009;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;4;577;2;288
2015;Pernambuco;26001071;014;Realizada;4;2;Casa;5;1;Próprio – já pago;0;0;4;4;800;4;200
2015;Pernambuco;26001128;005;Realizada;4;4;Casa;5;3;Próprio – já pago;0;0;2;2;10288;4;2572
2015;Pernambuco;26001217;008;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;2;1576;2;788
2015;Pernambuco;26001705;011;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Pernambuco;26002027;016;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;2;8;1138;3;379
2015;Pernambuco;26002205;012;Realizada;4;4;Casa;4;2;Próprio – já pago;0;0;4;8;300;4;75
2015;Pernambuco;26002256;016;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;3160;1;3160
2015;Pernambuco;26002272;001;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;981;3;327
2015;Pernambuco;26002280;012;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;4;8;812;3;270
2015;Pernambuco;26002493;016;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;2;788;1;788
2015;Pernambuco;26002655;008;Realizada;4;4;Casa;8;3;Próprio – já pago;0;0;2;2;2188;4;547
2015;Pernambuco;26002817;007;Realizada;4;3;Casa;7;2;Próprio – já pago;0;0;2;4;3300;4;825
2015;Pernambuco;26002892;013;Realizada;5;3;Casa;7;3;Próprio – já pago;0;0;2;8;1340;5;268
2015;Pernambuco;26002906;008;Realizada;4;3;Casa;5;2;Alugado;450;0;2;8;3400;4;850
2015;Pernambuco;26002906;014;Realizada;2;2;Casa;9;2;Próprio – já pago;0;0;2;2;6000;2;3000
2015;Pernambuco;26003082;005;Realizada;1;1;Casa;4;1;Alugado;300;0;4;8;1576;1;1576
2015;Pernambuco;26003350;006;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;4;8;1225;3;408
2015;Pernambuco;26003376;014;Realizada;3;3;Casa;5;2;Alugado;350;0;4;6;2988;3;996
2015;Pernambuco;26003465;009;Realizada;5;3;Casa;1;1;Próprio – já pago;0;0;4;4;1482;5;296
2015;Pernambuco;26003503;015;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;2;7776;2;3888
2015;Pernambuco;26003546;016;Realizada;4;3;Casa;7;2;Próprio – já pago;0;0;2;6;1828;4;457
2015;Pernambuco;26003740;014;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;8;1807;4;451
2015;Pernambuco;26003775;003;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;4;2488;3;829
2015;Pernambuco;26003856;004;Realizada;3;2;Casa;5;1;Próprio – já pago;0;0;2;2;2600;3;866
2015;Pernambuco;26003902;007;Realizada;6;6;Casa;7;3;Próprio – já pago;0;0;2;2;4300;6;716
2015;Pernambuco;26004011;002;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;2;7500;4;1875
2015;Pernambuco;26004127;009;Realizada;2;2;Apartamento;8;2;Alugado;3000;0;2;8;0;2;0
2015;Pernambuco;26004259;001;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;4;8;2459;3;819
2015;Pernambuco;26004500;011;Realizada;4;2;Casa;5;1;Alugado;350;0;2;2;1648;4;412
2015;Pernambuco;26004534;002;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;8;1739;2;869
2015;Pernambuco;26004542;012;Realizada;4;2;Casa;4;1;Próprio – já pago;0;0;4;8;509;4;127
2015;Pernambuco;26004631;017;Realizada;1;1;Casa;2;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Pernambuco;26004690;006;Realizada;4;2;Casa;6;2;Próprio – já pago;0;0;4;2;3700;4;925
2015;Pernambuco;26004704;004;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;2;8;2750;3;916
2015;Pernambuco;26004704;014;Realizada;5;3;Casa;3;2;Próprio – já pago;0;0;2;4;2688;5;537
2015;Pernambuco;26004933;015;Realizada;1;1;Apartamento;11;1;Próprio – já pago;0;0;2;2;8100;1;8100
2015;Pernambuco;26004992;001;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Pernambuco;26004992;003;Realizada;4;3;Casa;6;2;Alugado;500;0;2;8;810;4;202
2015;Pernambuco;26005000;004;Realizada;5;5;Casa;8;3;Próprio – já pago;0;0;2;2;5600;5;1120
2015;Pernambuco;26005166;004;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;2;4000;3;1333
2015;Pernambuco;26005255;012;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;8;734;4;183
2015;Pernambuco;26005450;008;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;2000;2;1000
2015;Pernambuco;26005450;010;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;1200;1;1200
2015;Pernambuco;26005476;002;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;8;1000;2;500
2015;Pernambuco;26005522;006;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;4;8;3788;2;1894
2015;Pernambuco;26005603;006;Realizada;5;2;Casa;6;3;Próprio – já pago;0;0;4;2;1300;5;260
2015;Pernambuco;26005689;010;Realizada;6;2;Casa;2;2;Próprio – já pago;0;0;4;8;463;6;77
2015;Alagoas;27000052;017;Realizada;4;3;Casa;7;3;Próprio – já pago;0;0;4;4;2196;4;549
2015;Alagoas;27000087;011;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;865;2;432
2015;Alagoas;27000214;004;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Alagoas;27000214;011;Realizada;4;2;Casa;3;2;Alugado;380;0;4;8;1358;4;339
2015;Alagoas;27000290;009;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;858;2;429
2015;Alagoas;27000478;011;Realizada;1;1;Apartamento;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Alagoas;27000516;015;Realizada;4;4;Casa;2;1;Próprio – já pago;0;0;4;8;900;4;225
2015;Alagoas;27000567;011;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;800;1;800
2015;Alagoas;27000613;005;Realizada;1;1;Casa;14;1;Próprio – já pago;0;0;4;2;6000;1;6000
2015;Alagoas;27000729;002;Realizada;3;2;Casa;5;2;Alugado;200;0;2;4;1000;3;333
2015;Alagoas;27000834;018;Realizada;7;6;Casa;6;3;Alugado;250;0;4;4;1418;7;202
2015;Alagoas;27000893;010;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;1908;3;636
2015;Alagoas;27001024;001;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;77;1;77
2015;Alagoas;27001024;015;Realizada;4;2;Casa;5;2;Alugado;150;0;4;8;1288;4;322
2015;Alagoas;27001067;008;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Alagoas;27001075;012;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;935;3;311
2015;Alagoas;27001121;003;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;1800;2;900
2015;Alagoas;27001202;003;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;2;2600;2;1300
2015;Alagoas;27001202;012;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Alagoas;27001270;003;Realizada;2;2;Casa;8;2;Próprio – já pago;0;0;4;8;1800;2;900
2015;Sergipe;28000153;008;Realizada;6;5;Casa;6;4;Próprio – já pago;0;0;2;2;1988;6;331
2015;Sergipe;28000234;006;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;988;2;494
2015;Sergipe;28000315;018;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;2;2;1748;2;874
2015;Sergipe;28000579;002;Realizada;8;6;Casa;7;4;Cedido de outra forma;0;0;2;8;2520;8;315
2015;Sergipe;28000595;014;Realizada;5;3;Casa;5;2;Próprio – já pago;0;0;4;4;940;5;188
2015;Sergipe;28000609;010;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;2;632;4;158
2015;Sergipe;28000692;001;Realizada;4;3;Casa;5;3;Alugado;130;0;4;8;788;4;197
2015;Sergipe;28000722;012;Realizada;3;2;Casa;6;1;Alugado;250;0;2;4;1668;3;556
2015;Sergipe;28000811;013;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;865;1;865
2015;Sergipe;28000838;009;Realizada;2;1;Casa;5;1;Próprio – já pago;0;0;4;8;300;2;150
2015;Sergipe;28001214;014;Realizada;5;3;Casa;5;2;Próprio – já pago;0;0;2;8;790;5;158
2015;Sergipe;28001362;005;Realizada;5;5;Casa;10;3;Próprio – já pago;0;0;2;2;5000;5;1000
2015;Bahia;29000084;009;Realizada;2;2;Casa;13;2;Próprio – já pago;0;0;2;6;7000;2;3500
2015;Bahia;29000211;009;Realizada;4;3;Casa;7;3;Alugado;400;0;4;8;900;4;225
2015;Bahia;29000246;003;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;4;8;1688;3;562
2015;Bahia;29000246;010;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;6;980;2;490
2015;Bahia;29000351;015;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Bahia;29000483;009;Realizada;5;4;Casa;5;2;Próprio – já pago;0;0;4;6;678;5;135
2015;Bahia;29000491;009;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;6;847;2;423
2015;Bahia;29000556;003;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;2;200;1;200
2015;Bahia;29000580;006;Realizada;4;3;Casa;6;2;Próprio – já pago;0;0;2;8;1655;4;413
2015;Bahia;29000580;014;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;2;4;2065;2;1032
2015;Bahia;29000602;010;Realizada;4;3;Casa;5;2;Cedido de outra forma;0;0;2;6;2300;4;575
2015;Bahia;29000637;016;Realizada;4;2;Casa;5;2;Próprio – já pago;0;0;4;8;1450;4;362
2015;Bahia;29000874;015;Realizada;3;3;Casa;5;2;Alugado;350;0;2;8;788;3;262
2015;Bahia;29000939;003;Realizada;6;5;Casa;6;3;Cedido por empregador;0;0;4;8;1088;6;181
2015;Bahia;29001080;014;Realizada;3;3;Casa;3;1;Alugado;160;0;2;8;1153;3;384
2015;Bahia;29001145;002;Realizada;1;1;Casa;6;1;Alugado;175;0;4;8;788;1;788
2015;Bahia;29001455;001;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;8;2076;2;1038
2015;Bahia;29001455;006;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;4;1138;1;1138
2015;Bahia;29001560;011;Realizada;4;2;Casa;4;2;Alugado;230;0;4;8;788;4;197
2015;Bahia;29001781;004;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;2;8;788;2;394
2015;Bahia;29001889;009;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Bahia;29001943;010;Realizada;7;5;Casa;9;3;Próprio – já pago;0;0;2;2;5478;7;782
2015;Bahia;29002168;001;Realizada;1;1;Casa;5;1;Alugado;300;0;4;8;788;1;788
2015;Bahia;29002257;011;Realizada;2;2;Casa;8;1;Cedido de outra forma;0;0;2;2;1888;2;944
2015;Bahia;29002575;007;Realizada;4;2;Casa;5;2;Próprio – já pago;0;0;4;8;530;4;132
2015;Bahia;29002699;002;Realizada;5;4;Casa;10;3;Próprio – já pago;0;0;2;2;14100;5;2820
2015;Bahia;29002753;007;Realizada;8;5;Casa;8;3;Próprio – já pago;0;0;2;8;1040;8;130
2015;Bahia;29002770;004;Realizada;3;2;Casa;4;1;Alugado;300;0;2;8;1288;3;429
2015;Bahia;29002842;018;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;4;8;1088;2;544
2015;Bahia;29003172;008;Realizada;4;3;Casa;7;3;Próprio – já pago;0;0;2;2;1288;4;322
2015;Bahia;29003377;005;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;2;4;1670;4;417
2015;Bahia;29003377;006;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;6;2888;3;962
2015;Bahia;29003385;015;Realizada;2;2;Casa;4;1;Cedido de outra forma;0;0;4;2;327;2;163
2015;Bahia;29003393;008;Realizada;4;2;Casa;4;2;Próprio – já pago;0;0;4;8;459;4;114
2015;Bahia;29003520;002;Realizada;1;1;Apartamento;6;1;Alugado;500;0;2;8;2000;1;2000
2015;Bahia;29003628;009;Realizada;1;1;Casa;5;1;Alugado;190;0;2;8;1088;1;1088
2015;Bahia;29003636;006;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Bahia;29003695;007;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Bahia;29003768;004;Realizada;4;4;Casa;8;3;Próprio – já pago;0;0;4;4;1991;4;497
2015;Bahia;29003822;002;Realizada;3;3;Casa;4;2;Próprio – já pago;0;0;2;4;1688;3;562
2015;Bahia;29003865;011;Realizada;3;2;Casa;5;2;Cedido de outra forma;0;0;4;8;1312;3;437
2015;Bahia;29003911;010;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Bahia;29003920;001;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;4;1688;3;562
2015;Bahia;29003946;007;Realizada;7;7;Casa;5;2;Próprio – já pago;0;0;4;4;1093;7;156
2015;Bahia;29003946;017;Realizada;6;6;Casa;6;3;Próprio – já pago;0;0;2;4;2250;6;375
2015;Bahia;29003962;009;Realizada;4;3;Casa;5;3;Alugado;200;0;2;4;1598;4;399
2015;Bahia;29003989;012;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;4;8;2076;3;692
2015;Bahia;29003997;008;Realizada;4;4;Casa;9;1;Próprio – já pago;0;0;4;8;1965;4;491
2015;Bahia;29004080;008;Realizada;2;2;Apartamento;5;1;Próprio – já pago;0;0;2;2;8800;2;4400
2015;Bahia;29004179;012;Realizada;1;1;Apartamento;9;1;Próprio – já pago;0;0;4;8;6500;1;6500
2015;Bahia;29004217;009;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;8;1576;3;525
2015;Bahia;29004306;001;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;2;4788;3;1596
2015;Bahia;29004365;008;Realizada;4;3;Casa;4;2;Próprio – já pago;0;0;2;8;4000;4;1000
2015;Bahia;29004365;013;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;2;2300;3;766
