Ano de referência;Unidade da Federação;Número de controle;Número de série;Tipo de entrevista;Total de moradores;Total de moradores de 10 anos ou mais;Tipo do domicílio;Número de cômodos do domicílio;Número de cômodos servindo de dormitório;Condição de ocupação do domicílio;Aluguel mensal pago no mês de referência;Prestação mensal paga no mês de referência;Tem acesso à Internet no próprio domicilio;Tem carro ou motocicleta de uso pessoal;Rendimento mensal domiciliar;Número de componentes do domícilio;Rendimento mensal domiciliar per capita
2015;Ceará;23003693;012;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;8;512;2;256
2015;Ceará;23003740;007;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;4;1746;3;582
2015;Ceará;23003839;007;Realizada;2;2;Casa;6;1;Próprio – ainda pagando;0;520;2;8;2945;2;1472
2015;Ceará;23003847;002;Realizada;4;3;Casa;4;2;Cedido de outra forma;0;0;4;8;977;4;244
2015;Ceará;23003898;012;Realizada;2;1;Casa;2;1;Próprio – já pago;0;0;2;8;112;2;56
2015;Ceará;23003979;005;Realizada;3;3;Casa;3;2;Próprio – já pago;0;0;2;4;880;3;293
2015;Ceará;23003995;020;Realizada;2;2;Casa;6;1;Alugado;270;0;2;2;5000;2;2500
2015;Ceará;23004142;006;Realizada;5;2;Casa;4;2;Cedido por empregador;0;0;4;8;1102;5;220
2015;Ceará;23004142;011;Realizada;4;2;Casa;5;3;Próprio – já pago;0;0;4;4;1500;4;375
2015;Ceará;23004266;007;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;8;1698;4;424
2015;Ceará;23004290;006;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;2;2;1000;2;500
2015;Ceará;23004479;007;Realizada;5;5;Casa;6;2;Próprio – já pago;0;0;4;8;1570;5;314
2015;Ceará;23004487;013;Realizada;6;3;Casa;4;2;Próprio – já pago;0;0;4;8;1005;6;167
2015;Ceará;23004550;005;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;4;966;3;322
2015;Rio Grande do Norte;24000191;010;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;4;4;137;4;34
2015;Rio Grande do Norte;24000230;015;Realizada;5;5;Casa;8;2;Próprio – ainda pagando;0;297;2;2;6323;5;1264
2015;Rio Grande do Norte;24000345;011;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;2;2;3714;2;1857
2015;Rio Grande do Norte;24000361;007;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;8;3420;3;1140
2015;Rio Grande do Norte;24000442;010;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;4;2076;2;1038
2015;Rio Grande do Norte;24000469;012;Realizada;2;2;Casa;6;1;Alugado;300;0;4;8;1717;2;858
2015;Rio Grande do Norte;24000604;004;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;2;8;4728;5;945
2015;Rio Grande do Norte;24000736;001;Realizada;2;2;Apartamento;4;2;Alugado;350;0;2;8;1988;2;994
2015;Rio Grande do Norte;24000809;010;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;2;5088;2;2544
2015;Rio Grande do Norte;24000868;005;Realizada;2;2;Apartamento;8;1;Próprio – já pago;0;0;2;2;15000;2;7500
2015;Rio Grande do Norte;24000973;013;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;0;1;0
2015;Rio Grande do Norte;24001058;016;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;4;2588;2;1294
2015;Rio Grande do Norte;24001228;007;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Paraíba;25000012;013;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;2;4076;3;1358
2015;Paraíba;25000080;008;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;4;2326;4;581
2015;Paraíba;25000128;001;Realizada;9;5;Casa;4;3;Próprio – já pago;0;0;4;8;370;9;41
2015;Paraíba;25000152;001;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;2;2;1400;1;1400
2015;Paraíba;25000187;002;Realizada;4;3;Casa;6;2;Próprio – já pago;0;0;2;2;6210;4;1552
2015;Paraíba;25000543;005;Realizada;1;1;Casa;5;1;Cedido de outra forma;0;0;4;2;2000;1;2000
2015;Paraíba;25000586;015;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;1288;3;429
2015;Paraíba;25000845;011;Realizada;1;1;Apartamento;7;1;Alugado;850;0;2;2;3800;1;3800
2015;Paraíba;25000942;019;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;4;8;1776;2;888
2015;Paraíba;25000969;001;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;4;4;2288;3;762
2015;Paraíba;25001000;009;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Paraíba;25001116;013;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;4;1892;3;630
2015;Paraíba;25001213;015;Realizada;6;5;Casa;11;3;Próprio – já pago;0;0;2;6;6251;6;1041
2015;Paraíba;25001272;002;Realizada;6;5;Casa;6;2;Próprio – já pago;0;0;4;6;2048;6;341
2015;Paraíba;25001353;003;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;4;944;3;314
2015;Paraíba;25001361;006;Realizada;6;4;Casa;7;3;Próprio – já pago;0;0;4;8;450;6;75
2015;Paraíba;25001418;008;Realizada;4;4;Casa;9;3;Próprio – já pago;0;0;4;4;1895;4;473
2015;Paraíba;25001450;017;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;4;8;1461;4;365
2015;Pernambuco;26000024;001;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;8;927;2;463
2015;Pernambuco;26000237;008;Realizada;4;2;Casa;6;2;Próprio – já pago;0;0;2;6;1384;4;346
2015;Pernambuco;26000342;008;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;173;3;57
2015;Pernambuco;26000393;018;Realizada;9;8;Casa;3;2;Cedido de outra forma;0;0;4;8;722;9;80
2015;Pernambuco;26000407;005;Realizada;6;4;Casa;6;3;Próprio – já pago;0;0;4;8;1694;6;282
2015;Pernambuco;26000636;008;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;990;3;330
2015;Pernambuco;26000687;011;Realizada;5;5;Casa;7;3;Próprio – já pago;0;0;2;8;788;5;157
2015;Pernambuco;26000687;014;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;8;150;2;75
2015;Pernambuco;26000687;016;Realizada;7;7;Casa;5;2;Próprio – já pago;0;0;4;8;1748;7;249
2015;Pernambuco;26000741;008;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;4;4;630;3;210
2015;Pernambuco;26000768;013;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;4;900;4;225
2015;Pernambuco;26000806;006;Realizada;4;4;Casa;7;3;Alugado;900;0;2;2;2726;4;681
2015;Pernambuco;26000962;013;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Pernambuco;26001063;011;Realizada;7;3;Casa;6;3;Próprio – já pago;0;0;4;4;1288;7;184
2015;Pernambuco;26001306;013;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;4;1088;2;544
2015;Pernambuco;26001322;009;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;4;4;426;4;106
2015;Pernambuco;26001357;005;Realizada;2;2;Casa;5;2;Alugado;230;0;4;8;910;2;455
2015;Pernambuco;26001365;010;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;4;2;5500;2;2750
2015;Pernambuco;26001535;001;Realizada;3;3;Casa;8;2;Próprio – já pago;0;0;2;6;4050;3;1350
2015;Pernambuco;26001624;008;Realizada;2;2;Casa;5;1;Alugado;200;0;4;8;1576;2;788
2015;Pernambuco;26001748;017;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;2;8;1300;2;650
2015;Pernambuco;26001756;019;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;4;8;788;2;394
2015;Pernambuco;26001756;020;Realizada;6;5;Casa;7;3;Próprio – já pago;0;0;2;2;3510;6;585
2015;Pernambuco;26001837;008;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Pernambuco;26001870;006;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;6;2800;3;933
2015;Pernambuco;26001900;003;Realizada;3;2;Casa;4;1;Alugado;250;0;4;8;1220;3;406
2015;Pernambuco;26001993;004;Realizada;5;3;Casa;2;1;Próprio – já pago;0;0;4;8;1732;5;346
2015;Pernambuco;26002019;015;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;2;1300;2;650
2015;Pernambuco;26002078;004;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;4;8;500;2;250
2015;Pernambuco;26002230;018;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;1576;2;788
2015;Pernambuco;26002264;005;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;2;2;6000;2;3000
2015;Pernambuco;26002361;008;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;2;8;450;1;450
2015;Pernambuco;26002493;004;Realizada;2;1;Casa;5;2;Alugado;200;0;4;8;412;2;206
2015;Pernambuco;26002558;004;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;4;4;2364;4;591
2015;Pernambuco;26002655;011;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;2914;3;971
2015;Pernambuco;26002876;007;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;8;2776;4;694
2015;Pernambuco;26002906;012;Realizada;4;3;Casa;6;3;Alugado;750;0;2;2;5364;4;1341
2015;Pernambuco;26002949;012;Realizada;4;3;Casa;7;2;Próprio – já pago;0;0;4;8;747;4;186
2015;Pernambuco;26002981;003;Realizada;3;3;Casa;6;1;Alugado;400;0;2;8;1653;3;551
2015;Pernambuco;26003031;009;Realizada;5;4;Casa;5;3;Próprio – já pago;0;0;4;4;998;5;199
2015;Pernambuco;26003074;013;Realizada;3;1;Apartamento;3;1;Próprio – já pago;0;0;2;8;70;3;23
2015;Pernambuco;26003350;014;Realizada;5;5;Casa;7;3;Alugado;1200;0;2;2;2588;5;517
2015;Pernambuco;26003376;010;Realizada;2;2;Casa;9;2;Próprio – já pago;0;0;2;8;1988;2;994
2015;Pernambuco;26003473;002;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;2;1576;2;788
2015;Pernambuco;26003538;005;Realizada;2;2;Casa;3;1;Próprio – já pago;0;0;4;8;780;2;390
2015;Pernambuco;26003570;006;Realizada;1;1;Apartamento;3;1;Alugado;1000;0;2;2;6000;1;6000
2015;Pernambuco;26003651;013;Realizada;3;2;Casa;8;3;Próprio – já pago;0;0;2;2;5750;3;1916
2015;Pernambuco;26003708;002;Realizada;4;4;Casa;11;3;Próprio – já pago;0;0;2;6;16000;4;4000
2015;Pernambuco;26003929;007;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;4;1190;3;396
2015;Pernambuco;26004097;002;Realizada;3;3;Casa;5;2;Alugado;700;0;2;2;1000;3;333
2015;Pernambuco;26004178;001;Realizada;2;2;Casa;7;2;Próprio – já pago;0;0;2;2;800;2;400
2015;Pernambuco;26004267;001;Realizada;1;1;Casa;3;1;Alugado;250;0;2;8;800;1;800
2015;Pernambuco;26004399;013;Realizada;3;3;Casa;8;3;Próprio – já pago;0;0;2;2;5788;3;1929
2015;Pernambuco;26004410;001;Realizada;2;2;Apartamento;14;1;Próprio – já pago;0;0;2;2;19124;2;9562
2015;Pernambuco;26004500;010;Realizada;4;4;Casa;9;3;Próprio – já pago;0;0;2;8;2776;4;694
2015;Pernambuco;26004585;003;Realizada;3;3;Apartamento;5;2;Próprio – já pago;0;0;2;2;3000;3;1000
2015;Pernambuco;26004607;016;Realizada;6;5;Casa;6;3;Próprio – já pago;0;0;2;6;5063;6;843
2015;Pernambuco;26004631;015;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;8;1576;3;525
2015;Pernambuco;26004704;017;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;2;1300;2;650
2015;Pernambuco;26004747;015;Realizada;1;1;Casa;4;1;Alugado;430;0;4;8;1600;1;1600
2015;Pernambuco;26004887;007;Realizada;2;2;Casa;10;2;Próprio – já pago;0;0;2;2;8000;2;4000
2015;Pernambuco;26004976;009;Realizada;5;5;Casa;13;4;Próprio – já pago;0;0;2;8;3129;5;625
2015;Pernambuco;26004984;014;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;800;2;400
2015;Pernambuco;26005123;001;Realizada;6;5;Casa;10;3;Alugado;450;0;2;2;3676;6;612
2015;Pernambuco;26005182;003;Realizada;3;3;Casa;5;2;Alugado;200;0;4;8;888;3;296
2015;Pernambuco;26005255;005;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;2;1576;3;525
2015;Pernambuco;26005271;004;Realizada;3;3;Apartamento;5;2;Alugado;250;0;2;8;1242;3;414
2015;Pernambuco;26005417;014;Realizada;4;4;Casa;7;3;Próprio – já pago;0;0;2;4;2800;4;700
2015;Pernambuco;26005484;011;Realizada;1;1;Casa;4;1;Alugado;300;0;4;8;788;1;788
2015;Pernambuco;26005620;009;Realizada;2;2;Casa;8;1;Próprio – já pago;0;0;4;8;1576;2;788
2015;Pernambuco;26005620;013;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Alagoas;27000010;016;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;4;1550;3;516
2015;Alagoas;27000117;003;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;4;1126;3;375
2015;Alagoas;27000230;006;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;872;2;436
2015;Alagoas;27000400;003;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Alagoas;27000575;013;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;788;2;394
2015;Alagoas;27000672;003;Realizada;6;4;Casa;8;4;Próprio – já pago;0;0;4;8;788;6;131
2015;Alagoas;27000796;016;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;4;8;110;2;55
2015;Alagoas;27000800;002;Realizada;2;2;Casa;6;2;Próprio – já pago;0;0;4;4;788;2;394
2015;Alagoas;27000923;005;Realizada;4;2;Casa;2;1;Alugado;200;0;2;8;912;4;228
2015;Alagoas;27001032;015;Realizada;6;5;Casa;6;3;Próprio – já pago;0;0;4;8;130;6;21
2015;Alagoas;27001075;006;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Alagoas;27001105;003;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;900;3;300
2015;Sergipe;28000048;006;Realizada;4;2;Casa;3;1;Próprio – já pago;0;0;2;2;480;4;120
2015;Sergipe;28000188;009;Realizada;7;5;Casa;5;2;Alugado;600;0;2;6;3565;7;509
2015;Sergipe;28000218;002;Realizada;7;7;Casa;10;4;Próprio – já pago;0;0;2;6;4083;7;583
2015;Sergipe;28000285;005;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;2;2;3497;5;699
2015;Sergipe;28000307;013;Realizada;5;4;Casa;7;3;Próprio – já pago;0;0;2;8;2800;5;560
2015;Sergipe;28000315;003;Realizada;5;3;Casa;8;2;Próprio – já pago;0;0;2;2;2830;5;566
2015;Sergipe;28000315;015;Realizada;6;5;Casa;6;2;Próprio – já pago;0;0;2;6;5426;6;904
2015;Sergipe;28000390;009;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;4;6;2888;4;722
2015;Sergipe;28000587;002;Realizada;1;1;Casa;6;1;Alugado;370;0;2;2;3000;1;3000
2015;Sergipe;28000633;001;Realizada;4;4;Casa;4;2;Próprio – já pago;0;0;4;8;2365;4;591
2015;Sergipe;28000633;003;Realizada;3;3;Casa;17;3;Próprio – já pago;0;0;2;6;9288;3;3096
2015;Sergipe;28000706;012;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;4;1200;3;400
2015;Sergipe;28000714;005;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;4;1788;2;894
2015;Sergipe;28000803;002;Realizada;6;3;Casa;5;2;Cedido de outra forma;0;0;4;8;130;6;21
2015;Sergipe;28000889;002;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;4;8;471;3;157
2015;Sergipe;28000900;008;Realizada;3;2;Casa;6;1;Cedido de outra forma;0;0;4;8;1054;3;351
2015;Sergipe;28000951;003;Realizada;4;2;Casa;11;3;Próprio – já pago;0;0;2;6;3000;4;750
2015;Sergipe;28001060;008;Realizada;4;4;Casa;5;2;Próprio – ainda pagando;0;85;2;8;1750;4;437
2015;Bahia;29000076;011;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;2;2;4688;5;937
2015;Bahia;29000262;003;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;8;1646;3;548
2015;Bahia;29000319;007;Realizada;4;3;Casa;6;3;Próprio – já pago;0;0;4;4;1350;4;337
2015;Bahia;29000351;016;Realizada;4;4;Casa;6;2;Próprio – já pago;0;0;4;4;1807;4;451
2015;Bahia;29000483;003;Realizada;5;5;Casa;8;4;Próprio – já pago;0;0;4;4;1876;5;375
2015;Bahia;29000548;016;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;8;1700;3;566
2015;Bahia;29000696;004;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;4;8;712;3;237
2015;Bahia;29000840;024;Realizada;5;5;Casa;4;3;Próprio – já pago;0;0;2;2;2900;5;580
2015;Bahia;29000912;009;Realizada;3;3;Casa;6;1;Próprio – já pago;0;0;2;8;3064;3;1021
2015;Bahia;29001196;006;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;2;2;4488;3;1496
2015;Bahia;29001285;008;Realizada;1;1;Casa;3;1;Próprio – já pago;0;0;2;2;700;1;700
2015;Bahia;29001307;017;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;1988;3;662
2015;Bahia;29001331;011;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;1128;1;1128
2015;Bahia;29001528;015;Realizada;3;3;Casa;6;3;Próprio – já pago;0;0;4;8;1178;3;392
2015;Bahia;29001552;014;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;4;788;2;394
2015;Bahia;29001749;012;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;2;6;2588;4;647
2015;Bahia;29001781;013;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;2;8;788;1;788
2015;Bahia;29001803;013;Realizada;5;4;Casa;8;3;Alugado;550;0;2;6;10;5;10
2015;Bahia;29001943;014;Realizada;3;3;Casa;5;2;Cedido de outra forma;0;0;4;8;2364;3;788
2015;Bahia;29001960;005;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Bahia;29001978;005;Realizada;6;4;Casa;5;2;Próprio – já pago;0;0;2;4;2585;6;430
2015;Bahia;29002117;011;Realizada;4;4;Casa;12;3;Próprio – já pago;0;0;2;2;5300;4;1325
2015;Bahia;29002346;012;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;4;788;2;394
2015;Bahia;29002443;014;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;2;8;2364;3;788
2015;Bahia;29002648;004;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;8;1186;3;395
2015;Bahia;29002656;002;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;2;8;3088;3;1029
2015;Bahia;29002672;011;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;4;2080;2;1040
2015;Bahia;29002729;006;Realizada;4;2;Casa;5;2;Próprio – já pago;0;0;4;8;1700;4;425
2015;Bahia;29002800;009;Realizada;4;3;Casa;6;2;Alugado;300;0;2;2;5130;4;1282
2015;Bahia;29002818;009;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;4;8;442;3;147
2015;Bahia;29002842;003;Realizada;2;2;Casa;4;1;Próprio – já pago;0;0;4;8;788;2;394
2015;Bahia;29002893;011;Realizada;3;1;Casa;5;2;Próprio – já pago;0;0;4;8;302;3;100
2015;Bahia;29002958;010;Realizada;4;3;Casa;8;3;Próprio – já pago;0;0;2;6;2330;4;582
2015;Bahia;29002982;001;Realizada;4;2;Casa;6;2;Próprio – já pago;0;0;4;8;883;4;220
2015;Bahia;29003040;002;Realizada;3;3;Casa;5;2;Alugado;250;0;4;2;500;3;166
2015;Bahia;29003075;016;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;4;2364;3;788
2015;Bahia;29003130;002;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;4;8;2002;3;667
2015;Bahia;29003148;009;Realizada;3;2;Casa;6;2;Próprio – já pago;0;0;4;4;786;3;262
2015;Bahia;29003229;012;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Bahia;29003237;006;Realizada;4;3;Casa;7;2;Próprio – já pago;0;0;4;8;620;4;155
2015;Bahia;29003288;011;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;988;3;329
2015;Bahia;29003326;013;Realizada;9;9;Casa;8;3;Próprio – já pago;0;0;4;4;2416;9;268
2015;Bahia;29003520;008;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;8;3848;3;1282
2015;Bahia;29003547;008;Realizada;3;3;Casa;6;2;Próprio – já pago;0;0;4;8;1902;3;634
2015;Bahia;29003687;004;Realizada;1;1;Casa;7;1;Próprio – já pago;0;0;4;8;1576;1;1576
2015;Bahia;29003733;006;Realizada;4;4;Casa;5;2;Próprio – já pago;0;0;4;4;272;4;68
2015;Bahia;29003776;005;Realizada;2;2;Casa;7;1;Próprio – já pago;0;0;2;6;3900;2;1950
2015;Bahia;29003865;015;Realizada;4;3;Casa;8;2;Próprio – já pago;0;0;2;8;1788;4;447
2015;Bahia;29004144;016;Realizada;3;3;Casa;7;3;Próprio – já pago;0;0;2;2;4371;3;1457
2015;Bahia;29004160;013;Realizada;1;1;Casa;4;1;Alugado;300;0;4;2;1153;1;1153
2015;Bahia;29004187;006;Realizada;4;4;Casa;5;2;Alugado;540;0;4;8;1577;4;394
2015;Bahia;29004446;014;Realizada;3;2;Casa;8;1;Próprio – já pago;0;0;2;8;800;3;266
2015;Bahia;29004497;009;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;8;2500;1;2500
2015;Bahia;29004616;006;Realizada;3;3;Apartamento;5;2;Alugado;750;0;2;2;3800;3;1266
2015;Bahia;29004640;009;Realizada;3;2;Apartamento;6;2;Próprio – ainda pagando;0;456;2;8;2270;3;756
2015;Bahia;29004659;011;Realizada;3;2;Casa;4;1;Alugado;250;0;4;8;800;3;266
2015;Bahia;29004721;013;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;8;2100;2;1050
2015;Bahia;29004780;005;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;2;2138;3;712
2015;Bahia;29004853;008;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;788;2;394
2015;Bahia;29004942;007;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;1955;2;977
2015;Bahia;29004950;007;Realizada;1;1;Casa;4;1;Alugado;250;0;4;8;1050;1;1050
2015;Bahia;29004969;009;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;4;8;155;3;51
2015;Bahia;29005000;008;Realizada;1;1;Casa;4;1;Próprio – já pago;0;0;4;2;788;1;788
2015;Bahia;29005019;009;Realizada;4;3;Casa;8;3;Próprio – já pago;0;0;2;8;1958;4;489
2015;Bahia;29005035;016;Realizada;2;2;Casa;4;2;Próprio – já pago;0;0;4;8;1731;2;865
2015;Bahia;29005060;010;Realizada;3;3;Casa;3;1;Próprio – já pago;0;0;4;8;1594;3;531
2015;Bahia;29005159;012;Realizada;3;2;Casa;4;1;Próprio – já pago;0;0;2;8;1588;3;529
2015;Bahia;29005221;009;Realizada;4;3;Casa;7;3;Próprio – já pago;0;0;2;2;1088;4;272
2015;Bahia;29005230;015;Realizada;2;1;Casa;5;2;Próprio – já pago;0;0;2;8;550;2;275
2015;Bahia;29005302;017;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;4;8;1888;2;944
2015;Bahia;29005310;011;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;4;8;1600;2;800
2015;Bahia;29005361;004;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;8;2288;3;762
2015;Bahia;29005426;001;Realizada;1;1;Apartamento;5;1;Alugado;600;0;2;8;800;1;800
2015;Bahia;29005515;017;Realizada;3;3;Casa;7;2;Próprio – já pago;0;0;2;2;3100;3;1033
2015;Bahia;29005710;003;Realizada;3;2;Casa;5;2;Cedido de outra forma;0;0;2;8;2500;3;833
2015;Bahia;29005787;018;Realizada;1;1;Casa;5;1;Próprio – já pago;0;0;4;8;942;1;942
2015;Bahia;29005965;002;Realizada;3;3;Casa;4;1;Próprio – já pago;0;0;2;8;800;3;266
2015;Bahia;29005973;007;Realizada;2;2;Casa;5;1;Próprio – já pago;0;0;2;2;3200;2;1600
2015;Bahia;29005990;018;Realizada;4;3;Casa;5;2;Próprio – já pago;0;0;2;4;2000;4;500
2015;Bahia;29006040;008;Realizada;1;1;Apartamento;5;1;Alugado;550;0;4;2;3000;1;3000
2015;Bahia;29006104;007;Realizada;2;2;Apartamento;5;2;Próprio – ainda pagando;0;365;2;2;5288;2;2644
2015;Bahia;29006171;002;Realizada;3;2;Casa;5;2;Próprio – já pago;0;0;2;4;1280;3;426
2015;Bahia;29006171;007;Realizada;3;3;Casa;5;2;Próprio – já pago;0;0;2;8;1100;3;366
2015;Bahia;29006481;012;Realizada;4;4;Casa;6;3;Próprio – já pago;0;0;2;8;1849;4;462
2015;Bahia;29006520;007;Realizada;1;1;Casa;8;1;Próprio – já pago;0;0;2;8;3000;1;3000
2015;Bahia;29006600;004;Realizada;5;4;Casa;5;2;Próprio – já pago;0;0;4;2;1060;5;212
2015;Bahia;29007070;011;Realizada;1;1;Casa;6;1;Próprio – já pago;0;0;4;8;788;1;788
2015;Bahia;29073146;013;Realizada;4;4;Casa;11;3;Próprio – já pago;0;0;2;2;14300;4;3575
2015;Bahia;29073170;012;Realizada;2;2;Casa;6;2;Alugado;370;0;2;8;1450;2;725
2015;Bahia;29073197;015;Realizada;5;5;Casa;6;3;Próprio – já pago;0;0;2;2;3400;5;680
2015;Minas Gerais;31000061;002;Realizada;2;2;Casa;6;1;Próprio – já pago;0;0;2;2;2200;2;1100
2015;Minas Gerais;31000070;009;Realizada;3;3;Casa;4;2;Alugado;450;0;2;8;2823;3;941
2015;Minas Gerais;31000177;009;Realizada;6;2;Casa;3;1;Alugado;80;0;4;8;250;6;41
2015;Minas Gerais;31000312;013;Realizada;4;3;Apartamento;5;2;Alugado;400;0;2;8;3630;4;907
2015;Minas Gerais;31000428;012;Realizada;3;3;Apartamento;10;3;Alugado;400;0;4;8;2976;3;992
2015;Minas Gerais;31000487;007;Realizada;2;2;Apartamento;7;2;Alugado;1500;0;2;2;7500;2;3750
2015;Minas Gerais;31000509;007;Realizada;1;1;Apartamento;3;1;Próprio – já pago;0;0;2;8;2400;1;2400
2015;Minas Gerais;31000649;015;Realizada;5;4;Casa;15;4;Alugado;5000;0;2;2;14135;5;2827
2015;Minas Gerais;31000657;006;Realizada;2;2;Casa;5;2;Próprio – já pago;0;0;2;8;3500;2;1750
2015;Minas Gerais;31000690;005;Realizada;8;6;Casa;7;4;Próprio – já pago;0;0;2;8;1976;8;247
